meal_id,1,2,3,4,6,7,11,13,15,17,18,21,22,23,24,25,26,27,28,29,30,34,36,37,38,39,40,42,44,45,46,47,48,50,51,52,53,54,56,57,58,59,60,61,62,63,67,69,71,72,75,76,77,78,82,83,84,87,88,89,90,91,92,94,95,96,100,102,103,105,107,108,109,111,113,114,115,117,118,119,120,122,123,124,126,127,128,129,131,134,135,136,137,138,139,141,142,144,145,146,148,149,150,152,154,156,157,158,163,164,165,166,167,168,172,173,174,176,177,178,179,181,184,185,186,188,189,190,192,193,195,196,197,198,199,200,202,203,205,206,207,210,211,213,215,219,220,221,222,224,229,231,234,235,236,239,247,250,251,252,255,256,257,258,259,260,261,262,263,264,265,267,269,270,273,274,275,276,278,279,280,281,283,285,286,287,288,289,290,291,293,294,295,298,299
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169030850946,0.516397779494,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.22360679775,0.0,0.182574185835,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516397779494,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.338061701891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.4472135955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.4472135955,0.182574185835,0.0,0.258198889747,0.0,0.22360679775,0.4472135955,0.0,0.0,0.0,0.0,0.632455532034,0.0,0.0,0.169030850946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.547722557505,0.4472135955,0.0,0.22360679775,0.0,0.258198889747,0.0,0.0,0.182574185835
176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377964473009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377964473009,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.288675134595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.288675134595,0.0,0.188982236505,0.0,0.0,0.353553390593,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.288675134595,0.0,0.0,0.25,0.25,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.25,0.0,0.0,0.5,0.0,0.353553390593,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232,0.288675134595,0.0,0.0,0.5,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.5,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.204124145232
179,0.0,0.0,0.0,0.0,0.4472135955,0.22360679775,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.316227766017,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.4472135955,0.0,0.258198889747,0.2,0.182574185835,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.0,0.258198889747,0.22360679775,0.4,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.516397779494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632455532034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169030850946,0.0,0.258198889747,0.258198889747,0.0,0.0,0.169030850946,0.169030850946,0.0,0.0,0.632455532034,0.0,0.22360679775,0.182574185835,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.22360679775,0.0,0.0,0.0,0.0,0.516397779494,0.0,0.182574185835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.288675134595,0.0,0.288675134595,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.471404520791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471404520791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516397779494,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.235702260396
184,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.288675134595,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632455532034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267261241912,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.707106781187,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.471404520791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.436435780472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.408248290464,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.436435780472,0.0,0.0,0.408248290464,0.0,0.0,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0
189,0.182574185835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.308606699924,0.0,0.0,0.0,0.0,0.204124145232,0.408248290464,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.182574185835,0.0,0.0,0.0,0.408248290464,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.0,0.0,0.471404520791,0.0,0.0,0.0,0.0,0.0,0.0,0.182574185835,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.333333333333,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.288675134595,0.0,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547722557505,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.204124145232,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.36514837167,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308606699924,0.0,0.0,0.0,0.0,0.0,0.308606699924,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.408248290464,0.0,0.471404520791,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.566946709514,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.377964473009,0.0,0.0,0.0,0.0,0.0,0.377964473009,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.25,0.0,0.57735026919,0.353553390593,0.0,0.25,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.632455532034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.267261241912,0.0,0.0,0.5,0.0,0.353553390593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.22360679775,0.0,0.0,0.4472135955,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.25,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.204124145232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188982236505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67082039325,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679775,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.22360679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204124145232
195,0.258198889747,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288675134595,0.0,0.235702260396,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816496580928,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.218217890236,0.235702260396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258198889747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516397779494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57735026919,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377964473009,0.0,0.408248290464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
